y,x1,x2,x3,x4
0,-3,-0.2664118770243099,0.254644828253621,A
0,-2.969849246231156,-0.30882188709196684,1.0842215054342894,A
0,-2.9396984924623117,2.108486734518494,0.9727793740366072,B
0,-2.909547738693467,0.24802371966068537,-0.5792020993116449,B
1,-2.879396984924623,-0.7128046116374632,-1.029980694088543,C
0,-2.849246231155779,2.19076990416089,-0.41239959961261735,A
0,-2.8190954773869348,-0.11922654481583396,-1.5724689490031285,B
0,-2.7889447236180906,2.4167532721819662,1.3002816714834622,B
0,-2.758793969849246,-2.3135666241560084,0.3595306312686013,B
0,-2.728643216080402,0.6228866014705094,-0.2383812502880545,A
0,-2.698492462311558,0.29762937904134956,1.7039795030128944,C
0,-2.6683417085427137,0.2785158910944847,-0.1985058742696425,A
0,-2.6381909547738696,0.4003214393517437,-1.3225766376270807,A
1,-2.608040201005025,-0.4303474274520701,1.0674711575046962,C
0,-2.577889447236181,-1.3273242689881288,0.18018347032926746,B
0,-2.5477386934673367,-0.8424250080593721,0.4172885961372039,C
1,-2.5175879396984926,0.9014255657437411,-0.2217058981188264,C
0,-2.4874371859296485,-0.29915906397668457,-0.2106110015299518,B
1,-2.457286432160804,1.1799245519188888,0.6264110563679826,B
1,-2.4271356783919598,-0.4025728499637391,-1.4129235186354694,C
2,-2.3969849246231156,-0.4853061301255486,1.7852466729392855,C
2,-2.3668341708542715,-0.05258833489395367,-0.10187075604109094,C
0,-2.3366834170854274,-0.8065319613413278,1.7498782241097595,A
0,-2.306532663316583,0.7013386698209761,-0.5303158166077191,A
0,-2.2763819095477387,-1.001057903202008,-2.398884585303522,B
0,-2.2462311557788945,-2.055945615428953,1.2181826397131121,A
0,-2.2160804020100504,-1.0425802080662048,0.8812695754532042,A
0,-2.1859296482412063,-0.5361755306101752,-1.3855258777500634,B
1,-2.1557788944723617,-0.6896697027766776,-0.18511899190105244,B
3,-2.1256281407035176,0.42143739323476453,0.0650599405113423,C
0,-2.0954773869346734,0.3820143325370024,-2.2209855204330933,B
3,-2.0653266331658293,2.8522160740858507,0.2743597468187722,C
4,-2.035175879396985,-0.6145887556903062,-0.14139171550923757,C
3,-2.0050251256281406,0.6528959212915711,-0.5276483451982233,B
2,-1.9748743718592965,-0.3733887724135178,-2.4408928746762824,B
2,-1.9447236180904524,0.2830969906571756,2.862276802814419,C
2,-1.914572864321608,-0.25728368636860766,-0.3031255529262939,B
5,-1.8844221105527639,-0.28268248493199283,1.0489247935938069,C
0,-1.8542713567839197,-0.3463265563087225,0.19635747486974375,B
